model,specification,outcome,event,horizon,n,origin_start,origin_end,beta,primary_covariance,maximum_leverage,hc3_se,hc3_p,hc3_90_low,hc3_90_high,hc3_95_low,hc3_95_high,hc1_se,hc1_p,hc1_90_low,hc1_90_high,hc1_95_low,hc1_95_high
single,baseline,lbrent,gpr_ai,2,432,1990-04-01,2026-03-01,-0.0353469559643,HC3,0.436003835674,0.101268406059,0.727057563778,-0.201918660966,0.131224749037,-0.233829384611,0.163135472683,0.0934560142625,0.705266992384,-0.189068419984,0.118374508056,-0.218517378057,0.147823466129
single,baseline,lbrent,gpr_ai,3,432,1990-04-01,2026-03-01,-0.0522724312072,HC3,0.436003835674,0.0971672504598,0.590602268561,-0.212098335547,0.107553473132,-0.242716742585,0.138171880171,0.0909538123537,0.565484723446,-0.201878139342,0.0973332769278,-0.230538627677,0.125993765263
single,baseline,lbrent,gpr_ai,4,432,1990-04-01,2026-03-01,-0.0440527854996,HC3,0.436003835674,0.0868956335221,0.61218147085,-0.186983383465,0.0988778124655,-0.214365097617,0.126259526618,0.0814159378259,0.588450327621,-0.177970086124,0.089864515125,-0.203625091406,0.115519520407
single,baseline,lbrent,gpr_ai,5,432,1990-04-01,2026-03-01,-0.0450888614675,HC3,0.436003835674,0.0809895213161,0.577715584634,-0.178304769349,0.0881270464142,-0.203825406372,0.113647683437,0.0758463236766,0.55219341643,-0.169844962058,0.0796672391228,-0.193744924233,0.103567201298
single,baseline,lbrent,gpr_ai,6,431,1990-04-01,2026-02-01,-0.119607436751,HC3,0.437302153432,0.0642924785155,0.0628339910575,-0.225359153223,-0.0138557202792,-0.245618379118,0.00640350561605,0.0623772124675,0.0551762074584,-0.222208820917,-0.0170060525849,-0.241864526643,0.0026496531411
single,baseline,lbrent,gpr_ai,7,430,1990-04-01,2026-01-01,-0.115716257207,HC3,0.438921991562,0.0678826802917,0.0882595930793,-0.227373330092,-0.00405918432231,-0.248763865753,0.0173313513385,0.066163869134,0.0803023844402,-0.224546137325,-0.00688637708902,-0.245395057788,0.0139625433732
single,baseline,lbrent,gpr_ai,8,429,1990-04-01,2025-12-01,-0.138934927535,HC3,0.439387147063,0.0743464733031,0.0616576873464,-0.261223993799,-0.016645861271,-0.284651337587,0.00678148251696,0.0721735993602,0.0542280603544,-0.257649934212,-0.0202199208571,-0.280392582915,0.00252272784575
single,baseline,lbrent,gpr_ai,9,428,1990-04-01,2025-11-01,-0.121270531839,HC3,0.439572620646,0.0732765863532,0.0979306396029,-0.241799790672,-0.000741273005103,-0.264890002001,0.0223489383235,0.0710853594248,0.0880109380543,-0.238195543112,-0.00434552056581,-0.260595276139,0.0180542124618
single,baseline,lbrent,gpr_ai,10,427,1990-04-01,2025-10-01,-0.0949763503609,HC3,0.439614623583,0.0758552301543,0.210542953914,-0.219747100803,0.0297944000817,-0.243649869502,0.0536971687806,0.073552685334,0.196610190307,-0.215959751604,0.0260070508827,-0.239136964582,0.0491842638599
single,baseline,lbrent,gpr_ai,11,426,1990-04-01,2025-09-01,-0.084555017415,HC3,0.439705489991,0.0776602100143,0.276250152457,-0.212294695527,0.0431846606969,-0.236766232075,0.0676561972449,0.0748625814886,0.258699744756,-0.207693006099,0.0385829712695,-0.231282980922,0.0621729460923
