model,outcome,event,horizon,n,augmented_price_lags,conventional_price_lags,augmented_beta,augmented_hc3_se,conventional_beta,conventional_hac6_se,comparison
single,lwti,diplomatic_tension,47,390,3,2,-0.216184781725,0.108565421558,-0.220127252768,0.0946768017828,Matched observations; distinct regressions and covariance estimators
single,lwti,diplomatic_tension,48,389,3,2,-0.226655004576,0.103810974449,-0.227225520536,0.0953656690814,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,0,432,3,2,0.0190881634422,0.0150749736068,0.0196567034586,0.0113067120079,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,1,432,3,2,0.0255623997954,0.0247284289285,0.0272785568952,0.0179575442379,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,2,432,3,2,0.0249727805729,0.0265892056767,0.0283693233479,0.0185600465719,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,3,432,3,2,0.0214919734582,0.0288480190632,0.0248113994706,0.0205816811567,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,4,432,3,2,0.0383488238156,0.0291956719421,0.041592410015,0.02013418074,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,5,432,3,2,0.0428044309127,0.033420588611,0.0462570310408,0.02430898611,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,6,431,3,2,0.0475476891369,0.0400434743309,0.0512246516555,0.0288731196031,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,7,430,3,2,0.0242043934943,0.0433991377807,0.0279622375995,0.0313874914169,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,8,429,3,2,0.0394582364562,0.0433294482539,0.0424354467815,0.0281998097541,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,9,428,3,2,0.0322151420306,0.0454481213238,0.034722495857,0.0346809537119,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,10,427,3,2,0.0370605716247,0.0420853995157,0.0394403044019,0.0333697406235,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,11,426,3,2,0.0827561849267,0.0436789067108,0.0852986153318,0.0356969458598,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,12,425,3,2,0.0822149437182,0.0438151086026,0.0847731521797,0.0366461864001,Matched observations; distinct regressions and covariance estimators
